area,site,year,species,length_mm,length_cm,tag,fish_id,retained,month,day,drift,cell
BL,REF,2018,BLU,260,26,,122355,No,September,7,BLR0907183703,BL37
BL,REF,2018,BLU,300,30,22313O,122356,No,September,7,BLR0907183703,BL37
BL,REF,2018,BLU,230,23,,122357,No,September,7,BLR0907183703,BL37
BL,REF,2018,BLU,350,35,,122358,No,September,7,BLR0907183703,BL37
BL,REF,2018,GPR,280,28,22619O,122359,No,September,7,BLR0907183703,BL37
BL,REF,2018,BLU,210,21,,122360,No,September,7,BLR0907183703,BL37
BL,REF,2018,BLU,310,31,,122361,No,September,7,BLR0907183703,BL37
BL,REF,2018,BLU,260,26,,122362,No,September,7,BLR0907183703,BL37
BL,REF,2018,BLU,290,29,,122363,No,September,7,BLR0907183703,BL37
BL,REF,2018,BLU,320,32,,122364,No,September,7,BLR0907183703,BL37
BL,REF,2018,BLU,230,23,,122365,No,September,7,BLR0907183703,BL37
BL,REF,2018,VER,440,44,,122366,No,September,7,BLR0907183703,BL37
BL,REF,2018,BLU,140,14,,122367,No,September,7,BLR0907183703,BL37
BL,REF,2018,BLU,330,33,22622O,122368,No,September,7,BLR0907183703,BL37
BL,REF,2018,KLP,350,35,,122369,No,September,7,BLR0907183703,BL37
BL,REF,2018,KLP,310,31,22314O,122370,No,September,7,BLR0907183703,BL37
BL,REF,2018,BLU,220,22,,122371,No,September,7,BLR0907183703,BL37
BL,REF,2018,BLU,210,21,,122372,No,September,7,BLR0907183703,BL37
BL,REF,2018,BLU,200,20,,122373,No,September,7,BLR0907183703,BL37
BL,REF,2018,GPR,260,26,,122374,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,280,28,,122375,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,230,23,,122376,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,290,29,,122377,No,September,7,BLR0907184001,BL40
BL,REF,2018,OLV,280,28,,122378,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,220,22,,122379,No,September,7,BLR0907184001,BL40
BL,REF,2018,GPR,230,23,,122380,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,260,26,,122381,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,250,25,,122382,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,260,26,,122383,No,September,7,BLR0907184001,BL40
BL,REF,2018,OLV,240,24,,122384,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,210,21,,122385,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,230,23,,122386,No,September,7,BLR0907184001,BL40
BL,REF,2018,OLV,340,34,,122387,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,350,35,,122388,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,200,20,,122389,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,340,34,,122390,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,240,24,,122391,No,September,7,BLR0907184001,BL40
BL,REF,2018,GPR,290,29,,122392,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,260,26,,122393,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,330,33,,122394,No,September,7,BLR0907184001,BL40
BL,REF,2018,GPR,220,22,,122395,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,210,21,,122396,No,September,7,BLR0907184001,BL40
BL,REF,2018,GPR,260,26,,122397,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,360,36,,122398,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,310,31,,122399,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,280,28,,122400,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,270,27,,122401,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,230,23,,122402,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,280,28,,122403,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,250,25,,122404,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,300,30,,122405,No,September,7,BLR0907184001,BL40
BL,REF,2018,OLV,350,35,,122406,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,320,32,,122407,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,280,28,,122423,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,270,27,,122425,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,330,33,,122426,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,330,33,,122427,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,310,31,,122428,No,September,7,BLR0907184001,BL40
BL,REF,2018,OLV,370,37,,122429,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,310,31,,122431,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,260,26,,122432,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,220,22,,122434,No,September,7,BLR0907184001,BL40
BL,REF,2018,BLU,300,30,,122435,No,September,7,BLR0907184001,BL40
